"time","temp","T_env","heater","graph_state"
0.0,25.0,25.0,0,6
0.5,25.0,25.0,0,8
1.0,25.0,25.0,0,8
1.5,25.0,25.0,0,8
2.0,24.995549790686127,24.51020338882804,0,8
2.5,24.981893845198158,24.249661127466247,0,8
3.0,24.946819975968836,23.14373845382689,0,8
3.5,24.886749142155946,22.154165459615626,0,8
4.0,24.809094360354397,21.497074748123172,0,8
4.5,24.717813012388735,20.917392973505784,0,8
5.0,24.603754833858442,19.771073364939166,0,8
5.5,24.471194554837105,18.903131858424327,0,8
6.0,24.313876983351307,17.63427094515301,0,8
6.5,24.130164234628257,16.49674035695005,0,8
7.0,23.930851423268084,15.937327885220533,0,8
7.5,23.72281650284918,15.196359786553183,0,8
8.0,23.49104994330676,13.786415511885405,0,8
8.5,23.24407378186094,13.293393374013764,0,8
9.0,22.983612277821365,12.217901204816128,0,8
9.5,22.7132045980959,11.868571939919121,0,8
10.0,22.428713838217377,10.853650942734914,0,8
10.5,22.132171881452283,10.198484735535512,0,8
11.0,21.842525474787998,10.345024698335964,0,8
11.5,21.554092117303572,10.093177484952317,0,8
12.0,21.269187494316554,10.0,0,8
12.5,20.990261052528847,10.0,0,8
13.0,20.718238387962664,10.0,0,8
13.5,20.453359458650457,10.082167025369902,0,7
14.0,20.20128760679987,10.285455309021556,0,7
14.5,19.970824835666512,11.206725033543627,1,3
15.0,19.91018864510552,11.71057136345382,1,3
15.5,19.875045016445725,12.910602387598189,1,3
16.0,19.863147142019656,13.686462632906082,1,3
16.5,19.873288134797388,14.56860626086021,1,3
17.0,19.906118078604077,15.417626392898763,1,3
17.5,19.956417238183842,16.446652264970915,1,3
18.0,20.030961333963862,17.08581205425083,1,3
18.5,20.12316822328038,18.02073255865866,1,0
19.0,20.237038895827805,18.971457806845716,1,0
19.5,20.37542753116479,20.284061767563877,1,0
20.0,20.53751974504256,21.496708547930577,1,0
20.5,20.72166514120126,22.182383086055694,1,0
21.0,20.915098230186498,22.922998925134433,1,0
21.5,21.05559237025535,23.164993249487868,0,8
22.0,21.11760709537987,24.03931663744388,0,8
22.5,21.19747335805765,24.690554623656872,0,8
23.0,21.289962446256798,25.0,0,8
23.5,21.378526881166664,24.810238867543735,0,8
24.0,21.468162856393402,25.0,0,8
24.5,21.55558022946814,25.0,0,8
25.0,21.64083391356047,25.0,0,8
25.5,21.723070965420863,25.0,0,8
26.0,21.798006191660146,24.54996011803634,0,8
26.5,21.856806472320116,23.918635696240344,0,8
27.0,21.898972760900126,23.402181001003022,0,8
27.5,21.930943826395144,22.811280336579653,0,8
28.0,21.939797454556864,22.11132752702871,0,8
