"time","temp"
92.0,17.46101544355827
92.5,17.827050295480596
93.0,18.587812449382273
93.5,19.477709953874818
94.0,20.451803123900806
94.5,21.249788793424553
95.0,21.950890310458266
95.5,22.53236349404378
96.0,22.533544866580357
96.5,22.41808925358195
97.0,22.040584435135102
97.5,21.514149835602733
98.0,20.54586292892615
98.5,19.651308588377745
99.0,18.625595743195614
99.5,18.031842547156735
100.0,17.702892381888272
100.5,17.331691891864182
101.0,17.372182915964324
101.5,17.479314681739034
102.0,17.374788945171325
102.5,17.496960693591834
103.0,17.344641988151725
103.5,17.17859649590345
104.0,17.03965064763605
104.5,16.371304662779735
105.0,15.732545433036549
105.5,14.733399056971663
106.0,13.733399693106376
106.5,13.17992899080771
107.0,12.36503414026902
107.5,11.83033547181563
108.0,11.93413885265891
108.5,12.0310377422882
109.0,12.375687229079467
109.5,12.905663397740735
110.0,13.780306187826323
110.5,14.505308506967456
111.0,15.27543985179313
111.5,15.927192993040027
112.0,16.6361686218613
112.5,16.855509064143753
113.0,17.078279536605397
113.5,16.980975463069427
114.0,17.144359045946956
114.5,17.277667691836026
115.0,17.438840277823857
115.5,17.722525065473754
116.0,18.03080863998244
116.5,18.717450793351087
117.0,19.439687754586146
117.5,20.068860144401377
118.0,21.017611952103252
118.5,21.956634344509638
119.0,22.357759365104464
119.5,22.636243624515508
120.0,22.911751225629317
120.5,22.864868632003617
121.0,22.43031054233386
121.5,21.568179129132126
122.0,20.640183205081343
122.5,19.65570487015046
123.0,19.059758951231068
123.5,18.22583536000618
124.0,17.653427601316757
124.5,17.438150979964423
125.0,17.39910131324916
125.5,17.460415015274446
126.0,17.642916390269804
126.5,17.91592022422671
127.0,18.112402984498072
127.5,17.77743258018623
128.0,17.231873270832686
128.5,16.898963651704847
129.0,16.36264164442031
129.5,15.440552971265767
130.0,14.500280434104635
130.5,13.74985717210612
131.0,13.024265296291759
131.5,12.395254701203054
132.0,12.13168193840949
132.5,12.20651752504635
133.0,12.690986608877854
133.5,13.223072755523894
134.0,14.16919240358262
134.5,15.265210115644543
135.0,16.033507319153383
135.5,16.76614206297142
136.0,17.342217887300095
136.5,17.777086410794247
137.0,17.926138224001544
137.5,17.867721300761197
138.0,17.819436869863132
138.5,17.45014029228818
139.0,17.601238305467078
139.5,17.868030404213204
140.0,18.22481910784924
140.5,18.56390377080288
141.0,19.29508033829106
141.5,19.879643375243266
142.0,20.696724744043035
142.5,21.382573192696835
143.0,22.08715804762795
143.5,22.417681117614787
144.0,22.403636268320295
144.5,22.41918163036458
145.0,21.890003155119615
145.5,21.278732617043673
146.0,20.26776423041345
146.5,19.468014025660732
147.0,18.804736768547286
147.5,18.24816599304715
148.0,17.654745404609887
148.5,17.187054020056497
149.0,17.148953636623716
149.5,17.12022386316708
150.0,17.172557262233298
150.5,17.19789565230153
151.0,17.231895700578967
151.5,17.243167405892304
152.0,16.918171423757865
152.5,16.496417577684653
153.0,15.918251699282429
153.5,15.239666042501709
154.0,14.396474465074338
154.5,13.793864901505522
155.0,13.100126239762629
155.5,12.655299604990702
156.0,12.549818835442991
156.5,12.883254024212675
157.0,13.361137279261527
157.5,14.161738572835688
158.0,14.757504893441492
158.5,15.548185452000048
159.0,16.431586268003933
159.5,17.197493572885474
160.0,17.817631910258957
160.5,17.96572821441766
161.0,17.954437163441092
161.5,17.84648159404113
162.0,17.652660257676853
162.5,17.331065860143813
163.0,17.246556737420477
163.5,17.433507049749686
164.0,17.854291760677484
164.5,18.24314461341811
165.0,19.004180105736417
165.5,19.943174329365327
166.0,20.644922979487067
166.5,21.24548056182106
167.0,21.78327399542195
167.5,22.337011840538846
168.0,22.70050162668268
168.5,22.50338963871011
169.0,21.99311720228548
169.5,21.40193417794091
170.0,20.513483119769614
170.5,19.453247633160995
171.0,18.54666234007839
171.5,17.9328961140097
172.0,17.429237565451565
172.5,17.0824196925327
173.0,16.95699192873165
173.5,16.871233449821226
174.0,17.16518014335882
174.5,17.26501942543461
175.0,17.425800702479297
175.5,17.366195840205346
176.0,17.25325274303088
176.5,16.865490002971406
177.0,15.982425935846532
177.5,15.135908802387267
178.0,14.051252921227093
178.5,13.377313746242208
179.0,12.603138124805454
179.5,12.405742513397705
180.0,12.130413806152264
180.5,12.297397868473169
181.0,12.739205272436532
181.5,13.561723603208975
182.0,14.413920477810544
182.5,15.44555456658969
183.0,16.16647531843632
183.5,16.673039499467492
184.0,17.05568589914418
184.5,17.180943713522776
185.0,17.4248244548433
185.5,17.49283154846198
186.0,17.497407701386415
186.5,17.501018967219117
187.0,17.28044369060538
187.5,17.203798940806344
188.0,17.61137856679508
188.5,17.921594634653086
189.0,18.587157782013545
189.5,19.494305447616238
190.0,20.464549093480436
190.5,21.353717665276683
191.0,22.235857623177573
191.5,22.877398350874188
192.0,22.915597269891396
192.5,22.664454138586308
193.0,22.007316986889847
193.5,21.186923031570288
194.0,20.37486721800272
194.5,19.599620909370532
195.0,18.674076896443644
195.5,17.822070542824537
196.0,17.43170895124752
196.5,17.231037966961974
197.0,17.139447734821193
197.5,17.03716784257683
198.0,17.0577994253266
198.5,17.120707193830395
199.0,17.36918920683408
199.5,17.476506778398125
200.0,16.96870526469347
200.5,16.672538783246477
201.0,16.159948965408056
201.5,15.449328323600035
202.0,14.433289869831004
202.5,13.81650182937656
203.0,13.258464989309623
203.5,12.618788575856325
204.0,12.236815745123767
204.5,12.33456260382869
205.0,12.812239402573471
205.5,13.266248521880035
206.0,14.309745061279052
206.5,15.2580624656527
207.0,16.086401048204767
207.5,16.77847518931858
208.0,17.11414386445788
208.5,17.549228659834245
209.0,17.77165491677943
209.5,17.50634474322113
210.0,17.53311238710581
210.5,17.34120611561069
211.0,17.500199302415286
211.5,17.526640938854154
212.0,17.70068817438001
212.5,18.089577625747935
213.0,18.73585892998615
213.5,19.395518873355662
214.0,20.155173616063003
214.5,21.01089510747107
215.0,21.748578833642505
215.5,22.251156585953176
216.0,22.271639377736523
216.5,21.95421975458796
217.0,21.424490531619814
217.5,21.012665958169283
218.0,20.08221117570037
218.5,19.355106147897075
219.0,18.59793142326877
219.5,17.978827103108667
220.0,17.686171881167844
220.5,17.272604981013625
221.0,17.26783207247225
221.5,17.322178793334633
222.0,17.391541608727753
222.5,17.480923239496285
223.0,17.400688350667423
223.5,17.133463878067612
224.0,17.053352755844717
224.5,16.615323401653864
225.0,15.774178494561989
225.5,15.106746256710153
226.0,14.103117178777376
226.5,13.382218822881498
227.0,12.7677020655153
227.5,12.472934639058773
228.0,12.274958745417413
228.5,12.628636345748514
229.0,13.139694548703723
229.5,13.751998549033136
230.0,14.371821259445529
230.5,15.127317071882597
231.0,15.795780301684683
231.5,16.530069216864096
232.0,17.206075945022167
232.5,17.629447540315788
233.0,17.796845857403326
233.5,17.71100720419645
234.0,17.47947701595763
234.5,17.495232282363144
235.0,17.520959601066632
235.5,17.69001720239865
236.0,18.00358637208908
236.5,18.629859648030163
237.0,19.337913598428067
237.5,20.02403891136384
238.0,20.81580912664313
238.5,21.53221526178818
239.0,22.100530643364674
239.5,22.721313539952423
240.0,22.955580084499395
240.5,22.83482419991583
241.0,22.35391679986413
241.5,21.662809464108832
242.0,20.65329996498375
242.5,19.774987185780837
243.0,18.990368210991612
243.5,18.219608969446025
244.0,17.709523573674467
244.5,17.62825330729077
245.0,17.682614357602574
245.5,17.49725072038112
246.0,17.808974300108158
246.5,18.033635881900526
247.0,18.172602207373956
247.5,18.14488245086223
248.0,17.64291411869647
248.5,16.91719317150229
249.0,16.258296990728017
249.5,15.553597305289832
250.0,14.468047476730227
250.5,13.419109684323551
251.0,12.963054002836884
251.5,12.699711285112855
252.0,12.411190968880707
252.5,12.69447398502765
253.0,13.009721974104323
253.5,13.811573649511459
254.0,14.37679583965318
254.5,15.289423820198815
255.0,15.983259549386865
255.5,16.750415548065188
256.0,17.05303210936771
256.5,17.448979175068832
257.0,17.392645837951793
257.5,17.35477298438624
258.0,17.065044752332945
258.5,16.93311688821975
259.0,16.783206695903115
259.5,16.875004520761834
260.0,17.23018015984857
260.5,17.874601400151406
261.0,18.678312605885722
261.5,19.547488639463726
262.0,20.602557887143046
262.5,21.385775192854645
263.0,21.902350385845473
263.5,22.44703860487477
264.0,22.549259478530587
264.5,22.613650098316807
265.0,22.12753760702075
265.5,21.24687578376045
266.0,20.38638100605375
266.5,19.753052456041864
267.0,18.92120304158877
267.5,18.370021802538986
268.0,17.78222114546141
268.5,17.51778783956394
269.0,17.20651330415668
269.5,17.125214569408882
270.0,17.09524654855014
270.5,17.214894475628363
271.0,17.21574457768074
271.5,17.172651496794188
272.0,16.96595843464947
272.5,16.356493167892843
273.0,15.585469815644679
273.5,14.586570091279372
274.0,13.60658167020155
274.5,12.808970057113914
275.0,12.392442507566514
275.5,11.861374518464876
276.0,11.722551283251951
276.5,11.707396222323355
277.0,12.251940340876018
277.5,12.940249808004813
278.0,13.735806489226723
278.5,14.614184303167196
279.0,15.397132087245126
279.5,16.120399708235123
280.0,16.55788727407408
280.5,17.03274718964424
281.0,17.39304301562694
281.5,17.563563656668435
282.0,17.386359893068178
282.5,17.054913651575472
283.0,17.16863741999319
283.5,17.282000576001046
284.0,17.630533546404745
284.5,18.233425913472832
285.0,19.08135033727248
285.5,19.907705046395957
286.0,20.738505634336686
286.5,21.382414906501896
287.0,21.853295044915335
287.5,22.168946510908
288.0,22.207848354036706
288.5,22.309094105362146
289.0,21.93293554998003
289.5,21.077847523348776
290.0,20.222721431668873
290.5,19.35930998684614
291.0,18.727254104214914
291.5,18.01115861867987
292.0,17.539731891996855
292.5,17.144582497903034
293.0,16.981879120007864
293.5,16.867814669703375
294.0,17.169091879278188
294.5,17.320264187922568
295.0,17.49415963880639
295.5,17.429687241128285
296.0,16.945392477652124
296.5,16.350995255480306
297.0,15.603926038048627
297.5,14.94453726321331
298.0,14.029920763534172
298.5,13.452861669148945
299.0,12.925798696261943
299.5,12.56751244670571
300.0,12.413780912455474
