"time","temp","T_env","heater","graph_state"
0.0,25.0,25.0,0,0
2.0,24.99999976869463,24.999953738925598,0,0
4.0,24.830408402844174,21.721692288864922,0,0
6.0,24.367239549840157,17.94183473736901,0,0
8.0,23.571157645154784,13.984791708428684,0,0
10.0,22.482329470146453,10.791511097761038,0,0
12.0,21.348270141668845,10.554364666419282,0,0
14.0,20.334485519568936,10.905488888612586,0,0
16.0,19.558646103247106,13.544402902403155,0,0
18.0,19.172843974442408,17.10630665400679,0,0
20.0,19.176844842226267,20.95443886328066,0,0
22.0,19.50939174230801,24.09626379517593,0,0
24.0,20.02053178027759,25.0,0,0
26.0,20.473719406246328,24.261412314745904,0,0
28.0,20.696124333372513,21.422958790564056,0,0
30.0,20.55154613697016,17.47941613397504,0,0
32.0,20.053540668591058,13.201031880375972,0,0
34.0,19.279246312391557,10.978606629676797,0,0
36.0,18.433670312356064,10.304150822018823,0,0
38.0,17.72303469233367,11.584356633814272,0,0
40.0,17.25952413169883,14.352114189805691,0,0
42.0,17.148506863431493,17.91411991154318,0,0
44.0,17.392994487140527,21.142949186925627,0,0
46.0,17.887958937954576,23.729752792400923,0,0
48.0,18.535980124754794,25.0,0,0
50.0,19.11798453762593,23.727620408767685,0,0
52.0,19.42689047669699,20.887312123045817,0,0
54.0,19.3923974415511,16.970339468727634,0,0
56.0,18.978405464744206,13.615235342886365,0,0
58.0,18.28948513792764,10.330393773764524,0,0
60.0,17.50191385923291,10.166208529010621,0,0
62.0,16.84882040451002,11.486130909952731,0,0
64.0,16.423142182921783,13.422316602366449,0,0
66.0,16.350779694409393,17.89028692134088,0,0
68.0,16.700473566198863,21.699960203718426,0,0
70.0,17.333532991865713,24.892548820445622,0,0
72.0,18.064833597762135,25.0,0,0
74.0,18.657801206618508,23.21112897039939,0,0
76.0,19.033253312127652,21.601668552583618,0,0
78.0,19.07624778644466,17.64726148277891,0,0
80.0,18.712246266349567,13.620485895773925,0,0
82.0,18.088551511862345,10.937961311657412,0,0
84.0,17.351735868240713,10.049662962973024,0,0
86.0,16.679355729163603,11.073178804471393,0,0
88.0,16.280821692435826,14.065513799409185,0,0
90.0,16.254303523144053,18.019758871602836,0,0
92.0,16.612898024950628,21.570424839965984,0,0
94.0,17.27271332524408,24.72822911647966,0,0
96.0,18.007127490458373,25.0,0,0
98.0,18.664663368881172,24.568974182487672,0,0
100.0,19.077291259712176,21.250093443258482,0,0
102.0,19.08041657218686,17.40477829252747,0,0
104.0,18.718206748808665,13.336145905253312,0,0
106.0,18.066680380510377,10.826734823546209,0,0
108.0,17.339847127004806,10.546168872780658,0,0
110.0,16.71588663250146,11.284232550037167,0,0
112.0,16.273606543874596,13.193909539983316,0,0
114.0,16.181516568591164,17.7670376525035,0,0
116.0,16.5241356334632,21.509973537712685,0,0
118.0,17.143761477150644,23.81954805645641,0,0
120.0,17.823886136925612,24.480185766914843,0,0
122.0,18.441646041185678,23.944601992886362,0,0
124.0,18.843104634681403,21.336215700879556,0,0
126.0,18.867833694583346,16.800446244350265,0,0
128.0,18.491409580111384,13.383079235879325,0,0
130.0,17.852300631410614,10.925491228611552,0,0
132.0,17.11448119833379,10.0,0,0
134.0,16.451468009879655,10.539908562193439,0,0
136.0,16.043598141865363,13.82656095208244,0,0
138.0,16.072773488876003,17.88938110945291,0,0
140.0,16.409462256840115,21.02939406550277,0,0
142.0,17.019795765865045,23.859985198127813,0,0
144.0,17.72715247641667,24.360847650809532,0,0
146.0,18.37700837734665,24.34471719615317,0,0
148.0,18.788889120177007,20.9797799580025,0,0
150.0,18.798597140949852,17.17987882090786,0,0
152.0,18.484839411902215,13.91790900517807,0,0
154.0,17.889915342580228,11.072542180159163,0,0
156.0,17.19027054195496,10.33439002646768,0,0
158.0,16.55781931561285,11.096469338048804,0,0
160.0,16.150210463616105,13.619927778568393,0,0
162.0,16.056264465430502,16.58591920278158,0,0
164.0,16.343807575307437,20.680598286471064,0,0
166.0,16.906283771055566,23.352908236225677,0,0
168.0,17.59291979232563,24.390981041463718,0,0
170.0,18.19570629630958,23.68126072739363,0,0
172.0,18.580236858615176,20.871955155445388,0,0
174.0,18.63377567859722,17.18279990206327,0,0
176.0,18.311676541482072,13.188397377168547,0,0
178.0,17.723889507155825,11.055300712171128,0,0
180.0,17.01378362335474,10.0,0,0
182.0,16.406341842721588,11.41523366444859,0,0
184.0,16.028562497923723,13.70204381224679,0,0
186.0,16.018800320653796,17.564316465917322,0,0
188.0,16.321857195133784,20.52126469553057,0,0
190.0,16.88864430978504,23.59101616072722,0,0
192.0,17.61251816210405,24.620054134536566,0,0
194.0,18.27995537932794,24.403841306904873,0,0
196.0,18.684883340124486,20.85665543028049,0,0
198.0,18.726387593423343,16.991816324355277,0,0
200.0,18.40718095009297,13.819421012911201,0,0
202.0,17.79333696008451,10.33582017110652,0,0
204.0,17.052565242274483,10.096299489514962,0,0
206.0,16.458825310919394,11.741572548912243,0,0
208.0,16.08617708838218,13.595710325765257,0,0
210.0,16.053290784196815,17.29608722946887,0,0
212.0,16.355406842220653,20.87787291740122,0,0
214.0,16.951804703755844,23.847835608380247,0,0
216.0,17.67223204275221,24.828558397125548,0,0
218.0,18.31851079072752,23.44449302880343,0,0
220.0,18.72324589886027,21.284859696747702,0,0
222.0,18.777591357977716,17.434399790162196,0,0
224.0,18.485338560815315,14.237525232472919,0,0
226.0,17.924557495947678,11.622710342766666,0,0
228.0,17.22709350946022,10.081705522898096,0,0
230.0,16.600638573392427,11.420092805361826,0,0
232.0,16.2244003727691,13.959439213952436,0,0
234.0,16.176291902898107,17.332546198523712,0,0
236.0,16.462700682224792,20.60913073150261,0,0
238.0,17.05682266286262,24.31229825657263,0,0
240.0,17.805230526017642,25.0,0,0
242.0,18.43812186775725,23.844448616539687,0,0
244.0,18.821374116578887,21.027545375578413,0,0
246.0,18.86262403241991,17.436487497541712,0,0
248.0,18.532561385581392,13.674075573795543,0,0
250.0,17.938710116181205,11.22283758067838,0,0
252.0,17.19486405575336,10.0,0,0
254.0,16.5388405478594,11.307209620448463,0,0
256.0,16.135602850811814,13.675180608965881,0,0
258.0,16.083983823099025,17.594621848266936,0,0
260.0,16.392890857388934,20.697825191227516,0,0
262.0,16.965057206103655,23.741011528052702,0,0
264.0,17.676375147694312,24.540339405978518,0,0
266.0,18.295135849553727,23.764398728716124,0,0
268.0,18.698114443565544,21.550298026707974,0,0
270.0,18.754807842593987,17.470375560698685,0,0
272.0,18.482375324106265,13.954363470922816,0,0
274.0,17.87848413816406,11.437014558464028,0,0
276.0,17.166084470172795,10.099048635795402,0,0
278.0,16.508355691436012,10.715355258529854,0,0
280.0,16.116450647088904,13.917940199323407,0,0
282.0,16.06347050443428,17.249405000523176,0,0
284.0,16.397951168422978,21.70914526078771,0,0
286.0,17.040697748680834,24.185035680602752,0,0
288.0,17.773761708769918,24.99428525004465,0,0
290.0,18.443298418236246,24.645722344243715,0,0
292.0,18.890595274178533,21.61628725145566,0,0
294.0,18.945143703199147,17.736587673971457,0,0
296.0,18.631882624256814,14.013695304506214,0,0
298.0,17.98880513432933,10.445333624103148,0,0
300.0,17.22913061645878,10.043371136585241,0,0
302.0,16.59562128811223,11.167749565078815,0,0
304.0,16.183602776454897,13.46169689434036,0,0
306.0,16.110445721855832,17.453112064863138,0,0
308.0,16.44176945216208,21.293529484954295,0,0
310.0,17.056784743000314,24.336564048183952,0,0
312.0,17.812027034357104,25.0,0,0
314.0,18.493825812069417,24.737590525813246,0,0
316.0,18.90005180949814,21.38721196592909,0,0
318.0,18.941704630962406,17.2184760108148,0,0
320.0,18.60230825529801,13.82689328579903,0,0
322.0,17.983588630625842,11.07478821174271,0,0
324.0,17.27536045102465,10.411969176356298,0,0
326.0,16.652061392290925,11.213372640942282,0,0
328.0,16.23898455474143,13.975312067710094,0,0
330.0,16.220430574290532,17.295399987101245,0,0
332.0,16.53112297673076,21.091918963891494,0,0
334.0,17.102498356829333,23.250388928307963,0,0
336.0,17.809457046747738,25.0,0,0
338.0,18.45801725542837,23.93748273812509,0,0
340.0,18.849562110370748,21.198729868039287,0,0
342.0,18.875105549324125,16.85387374635637,0,0
344.0,18.485341513319028,12.90045522869246,0,0
346.0,17.846016293213587,11.181370833523337,0,0
348.0,17.14142660854737,10.226308230577128,0,0
350.0,16.513798131235937,11.11862332609468,0,0
