"time","temp","T_env","heater"
200.0,18.7613323690163,14.725738235269134,0
200.5,18.646859387037626,13.886846064378572,0
201.0,18.518352966983798,13.2161106776488,0
201.5,18.376994974568053,12.377515891016461,0
202.0,18.217996745539487,11.579243856539119,0
202.5,18.04795228232261,11.102967413091783,0
203.0,17.87214878248026,10.974402007005818,0
203.5,17.697091330860534,10.729635998396294,0
204.0,17.522087973631603,10.539057125350126,0
204.5,17.34646046001227,10.340271221960096,0
205.0,17.176053569095085,10.4652101568745,0
205.5,17.018264376866394,10.842660864394647,0
206.0,16.874365084868426,11.4643728913996,0
206.5,16.74680511527976,12.080674095282298,0
207.0,16.63704793779406,12.612346742699428,0
207.5,16.556784711129655,13.784718541221945,0
208.0,16.492028432225677,14.259545750039356,0
208.5,16.444266646294228,14.717529179211065,0
209.0,16.41441979654622,15.401699772850188,0
209.5,16.40434783691753,16.38639147406565,0
210.0,16.41792374819434,17.570501041200448,0
210.5,16.462790705735824,18.59744591519158,0
211.0,16.523291511572392,19.0523542452516,0
211.5,16.6032700489923,20.13197789885452,0
212.0,16.70863340617355,21.185296801235346,0
212.5,16.830741502030353,22.08090569958216,0
213.0,16.970268805533212,22.84056812116696,0
213.5,17.12669848989083,23.594571362180783,0
214.0,17.295231031757893,24.17562402982427,0
214.5,17.472947364980417,24.665606136960754,0
215.0,17.656088878757775,25.0,0
215.5,17.83785983597065,25.0,0
216.0,18.015131735346273,25.0,0
216.5,18.188015934175898,25.0,0
217.0,18.355452621806226,24.816973185661,0
217.5,18.513805224092106,24.74299999362833,0
218.0,18.662723017021644,24.361821417684233,0
218.5,18.794405000990164,23.603006906675244,0
219.0,18.900465443241817,22.760115723988,0
219.5,18.97757648859089,21.59067293076927,0
220.0,19.026276941341813,20.71689004586423,0
220.5,19.052362347388758,19.983674186223652,0
221.0,19.067079666662956,19.26480671793835,0
221.5,19.060410101780963,18.598615401038483,0
222.0,19.043521060224307,18.12687519852366,0
222.5,19.01055377893587,17.47100646824359,0
223.0,18.956052456908996,16.223044547112078,0
223.5,18.8712734326403,15.215151650719724,0
224.0,18.764957456995692,14.363266322764634,0
224.5,18.647636403375277,13.785155098570547,0
225.0,18.51666827261865,13.228017956125186,0
225.5,18.37401559219002,12.51248609378108,0
226.0,18.213599351214075,11.749458019491637,0
226.5,18.04410700829753,11.00855043770207,0
227.0,17.861405627520757,10.576804744727154,0
227.5,17.67597753602855,10.35484730314515,0
228.0,17.496880733445447,10.465729832236901,0
228.5,17.322423264225918,10.473808867745241,0
229.0,17.144451940199435,10.0,0
229.5,16.971769628159226,10.348933553597107,0
230.0,16.811492437853083,10.64225366533633,0
230.5,16.667235441287684,11.300060133527356,0
231.0,16.545907870694823,11.987565183593464,0
231.5,16.442849601291595,12.74680952330223,0
232.0,16.36343004866394,13.75704840742835,0
232.5,16.308097537805622,14.417533555648621,0
233.0,16.27454648712679,15.351255655403548,0
233.5,16.2611737395735,16.110010567537838,0
234.0,16.28038645669905,17.592512040505454,0
234.5,16.32898284450105,18.877739289009217,0
235.0,16.409277100505932,19.988154086605597,0
235.5,16.5067264641798,20.59102749056026,0
236.0,16.61839564260221,21.474905084919904,0
236.5,16.746153863139792,22.08424085603838,0
237.0,16.89147021850541,22.83864740494544,0
237.5,17.050530745857326,23.604639415679173,0
238.0,17.216640312462314,23.991070612851516,0
238.5,17.391664742192354,24.39366315758752,0
239.0,17.567074511660717,24.545539944774173,0
239.5,17.741494753212148,24.744458623034024,0
240.0,17.919984491634285,24.95278355281788,0
240.5,18.08822344412338,24.50399402795037,0
241.0,18.2452887959781,24.245972897999856,0
241.5,18.393772725230278,24.12456637874343,0
242.0,18.525109282234958,23.65069060814063,0
242.5,18.6487285669787,23.495337086418402,0
243.0,18.76033992831625,22.82054583222246,0
243.5,18.84655013660476,21.992084706344574,0
244.0,18.91267141381354,21.308012756667722,0
244.5,18.95768215350083,20.271276685785764,0
245.0,18.977434357258712,19.431866535251995,0
245.5,18.9743423386934,18.527374005083253,0
246.0,18.951650664489595,17.49396654606817,0
246.5,18.899781495500438,16.396571067072482,0
247.0,18.825278212853426,15.518944587934103,0
247.5,18.729520214921415,14.495118657504804,0
248.0,18.611733423138322,13.553983448716846,0
248.5,18.476911624579536,12.927184714666984,0
249.0,18.330494510505353,12.353873032072624,0
249.5,18.17463518740877,11.659531592943468,0
250.0,18.006442983113818,11.172767042198576,0
250.5,17.82831133383019,10.61105541176082,0
251.0,17.641626902986744,10.024018020486633,0
251.5,17.452685660489287,10.0,0
252.0,17.268222397801456,10.0,0
252.5,17.088324830868356,10.0,0
253.0,16.912879953027193,10.0,0
253.5,16.74227247160906,10.098983387616968,0
254.0,16.584342153307883,10.575710033593616,0
254.5,16.446352105119676,11.346759813933215,0
255.0,16.33068851959085,11.987345729134779,0
255.5,16.229813418520116,12.61170817123835,0
256.0,16.149517561479723,13.234392095767669,0
256.5,16.08953120204386,14.191489023587694,0
257.0,16.05471233954029,15.108131701845501,0
257.5,16.051446703338755,16.277300076282216,0
258.0,16.071177051213958,17.301995269531233,0
258.5,16.121292333090164,18.528672276691644,0
259.0,16.195376938862594,19.33101953421234,0
259.5,16.285920857392277,20.417357665871965,0
260.0,16.406845718384552,21.631689017516923,0
260.5,16.542243203050468,21.95719533268815,0
261.0,16.685631945408865,22.63119639974768,0
261.5,16.83724055232923,23.01463179243204,0
262.0,17.00452943245681,23.80445504248266,0
262.5,17.187010027856445,24.64071120133623,0
263.0,17.37449939397215,24.876703955159694,0
263.5,17.560447856000426,24.92973063868141,0
264.0,17.743988640911255,25.0,0
264.5,17.92358396941054,25.0,0
265.0,18.097474969493028,24.861659834677837,0
265.5,18.255941585023624,24.300098117791777,0
266.0,18.39895219650278,24.00737359696918,0
266.5,18.533526699088803,23.61253718188538,0
267.0,18.64635833573004,23.049602332039782,0
267.5,18.73889443146362,22.18178951968865,0
268.0,18.81591301320445,21.525262108279122,0
268.5,18.865829227905703,20.301647281145673,0
269.0,18.883812105663505,19.30951448066151,0
269.5,18.879644597367626,18.450720337103597,0
270.0,18.855643600156547,17.358860908386983,0
270.5,18.802324230811376,16.389160072952254,0
271.0,18.7253462234455,15.305865150861045,0
271.5,18.633058859991273,14.68428018258034,0
272.0,18.52148957881711,13.901646249754796,0
272.5,18.39879278271145,13.086243752740252,0
273.0,18.255755677550408,12.473037118889597,0
273.5,18.103666365071344,11.875207843013673,0
274.0,17.934046096278653,10.874642107256848,0
274.5,17.75170897155225,10.428061320465488,0
275.0,17.566803261452232,10.095271695699843,0
275.5,17.38173891718454,10.21013994588249,0
276.0,17.20104576015463,10.1396522357418,0
276.5,17.026915197865215,10.068950868280528,0
277.0,16.853663464024724,10.089436484418076,0
277.5,16.684180278248146,10.0,0
278.0,16.528173254287033,10.587580901476276,0
278.5,16.390527849972134,11.164018390747044,0
279.0,16.276712793740195,12.198151717164741,0
279.5,16.189827418088036,12.979607472141709,0
280.0,16.121500753768714,13.674029886064275,0
280.5,16.071606873714543,14.23348191749181,0
281.0,16.042382136642033,15.190189529237657,0
281.5,16.03813577994059,16.33957420073712,0
282.0,16.060669840266378,17.271828643094953,0
282.5,16.108063312808692,18.408876241590317,0
283.0,16.181013294470066,19.496079303798517,0
283.5,16.27530088763227,20.39720035587004,0
284.0,16.394410630171958,21.28475528790786,0
284.5,16.533296026331527,22.190745473039016,0
285.0,16.675743735661587,22.34134666603925,0
285.5,16.831271132684385,23.370882246200974,0
286.0,17.001452291110134,23.879331960093385,0
286.5,17.18536809687079,24.93825040074828,0
287.0,17.37878998036681,25.0,0
287.5,17.56742443107279,25.0,0
288.0,17.75138994391963,25.0,0
288.5,17.928225580056363,24.832622311022917,0
289.0,18.100378558173826,24.731795156553066,0
289.5,18.261026171479916,24.46915957608208,0
290.0,18.41493192299206,24.300902162610864,0
290.5,18.552500569761566,23.7281139787336,0
291.0,18.664611416023046,22.7575831870761,0
291.5,18.76550951241319,22.338782970693046,0
292.0,18.8416442580982,21.447987537154166,0
292.5,18.897865878422127,20.73925983549053,0
293.0,18.92914083209793,19.898630395210358,0
293.5,18.933179346270524,18.46159513882794,0
294.0,18.900328109795083,17.14784538838912,0
294.5,18.843664005574446,16.056646700676165,0
295.0,18.76597027464939,15.368379187864793,0
295.5,18.67017021329165,14.74401534924457,0
296.0,18.567424777949107,14.189888751474633,0
296.5,18.439292306013723,12.991457081330116,0
297.0,18.299449877316892,12.5270715270216,0
297.5,18.149390050814937,11.929071028067835,0
298.0,17.984076319669303,11.01676621737968,0
298.5,17.808649173156777,10.840269444834659,0
299.0,17.629267670814233,10.601934588148936,0
299.5,17.44985590779327,10.210370152943273,0
300.0,17.273094705860263,10.518967523450844,0
