"time","temp","T_env","heater","heater_enabled"
31.5,23.047896715770133,14.054421547262058,0,1
32.0,22.82459188735157,13.879547459246092,0,1
32.5,22.59416805942889,13.028660747794067,0,1
33.0,22.347712182924987,12.73336977866869,0,1
33.5,22.086227391626363,11.350871462972304,0,1
34.0,21.818596336817986,11.546272673677683,0,1
34.5,21.567704909150972,11.36693111904913,0,1
35.0,21.300502211323042,10.436007807025405,0,1
35.5,21.023540664891613,10.0,0,1
36.0,20.86979728467383,10.0,1,1
36.5,20.75686996269943,10.489305773476213,1,1
37.0,20.652797033737944,10.67117533546929,1,1
37.5,20.558815109190025,10.9706531295598,1,1
38.0,20.47750173016341,11.628151334666834,1,1
38.5,20.412869784044315,12.174227496100304,1,1
39.0,20.352040626836676,11.978177176447662,1,1
39.5,20.30762660268117,13.02777626024122,1,1
40.0,20.284591446786823,13.488873390314064,1,1
40.5,20.280632676564323,14.323310172632034,1,1
41.0,20.30150783102453,15.400842101064173,1,1
41.5,20.343434138742655,16.656562641109254,1,1
42.0,20.41879877060548,17.67548459767592,1,1
42.5,20.521468501434306,18.97762468205211,1,1
43.0,20.63670107544511,19.58517772321283,1,1
43.5,20.763683573647402,19.832170300276037,1,1
44.0,20.899798142819883,21.174089397587064,1,1
44.5,21.071523281541953,22.030348517819956,1,1
45.0,21.26890909958727,23.57668425235489,1,1
45.5,21.478629632257288,23.755341520659762,1,1
46.0,21.68629605782154,23.736725719949337,1,1
46.5,21.8881348929937,23.558488445200098,1,1
47.0,22.095731722218233,25.0,1,1
47.5,22.315618916640492,24.899090401965736,1,1
48.0,22.52153064782972,24.571139111204783,1,1
48.5,22.729510907689384,24.710594928772405,1,1
49.0,22.927897205527845,24.74136695571569,1,1
49.5,23.11750457744882,24.23839536391506,1,1
50.0,23.295195128175596,24.29881265830567,1,1
50.5,23.459850530499033,23.318480192577518,1,1
51.0,23.607402189864274,23.586950291007135,1,1
51.5,23.75237533589501,22.964292187865915,1,1
52.0,23.866644432355816,22.238569702170444,1,1
52.5,23.97131500805048,21.812179383785143,1,1
53.0,23.962694523274248,20.6926721861476,0,1
53.5,23.860192185098015,18.90552017737821,0,1
54.0,23.713168826442722,17.412319575554942,0,1
54.5,23.554323291498086,17.183839492843056,0,1
55.0,23.3818990659657,16.272579725874795,0,1
55.5,23.193613517449645,15.120283988263889,0,1
56.0,22.971241092332566,13.722764996059544,0,1
56.5,22.728309559265433,12.594859738357426,0,1
57.0,22.46198784819746,11.592750185363009,0,1
57.5,22.19090761318824,11.35879019219012,0,1
58.0,21.90527702484191,10.360796597265715,0,1
58.5,21.613570848756584,10.0,0,1
59.0,21.32612048954241,10.0,0,1
59.5,21.046350167566377,10.0,0,1
60.0,20.892042223716725,10.0,1,1
60.5,20.771283339359677,10.0,1,1
61.0,20.653808734150477,10.0,1,1
61.5,20.541069903435112,10.313762780382579,1,1
62.0,20.432740219638543,10.2431294527366,1,1
62.5,20.349400315415334,11.303796835124297,1,1
63.0,20.28533839061847,12.27428178379914,1,1
63.5,20.240767023841624,12.670148300035166,1,1
64.0,20.203145538637834,12.856299764689524,1,1
64.5,20.189943787138194,14.390908145838567,1,1
65.0,20.214242401668503,15.428388950372614,1,1
65.5,20.251965394117743,16.29789048721835,1,1
66.0,20.318430759092912,17.48987811146695,1,1
66.5,20.41164413568398,18.754871919499102,1,1
67.0,20.53407316587021,19.82268312398008,1,1
67.5,20.677642647628293,20.536772442583384,1,1
68.0,20.834207701256297,21.23895075942896,1,1
68.5,21.00160761689539,21.763002956505353,1,1
69.0,21.17469543680437,22.04523308240866,1,1
69.5,21.35501875545963,22.833088051387698,1,1
70.0,21.56187531791582,24.007684224212767,1,1
70.5,21.78572714540006,24.44663855149704,1,1
71.0,22.01054312178951,25.0,1,1
71.5,22.23239466945021,24.893469483202644,1,1
72.0,22.449403833516612,25.0,1,1
72.5,22.660524618621306,24.896573686582858,1,1
73.0,22.865540351171376,24.95262629626243,1,1
73.5,23.04531132071591,23.765314577078133,1,1
74.0,23.2230598463183,24.468424409814077,1,1
74.5,23.388882310738055,23.075659048378615,1,1
75.0,23.49956103230373,21.220687236778147,1,1
75.5,23.589618903774365,21.469305477546197,1,1
76.0,23.672643285666094,20.843920361322724,1,1
76.5,23.744354263845562,20.57112770031441,1,1
77.0,23.810899057722146,20.310884292358853,1,1
77.5,23.85353329314408,19.221768406849367,1,1
78.0,23.87639154230725,18.592616514224698,1,1
78.5,23.885378192311006,17.90109055500253,1,1
79.0,23.872344339552015,16.70521624709853,1,1
79.5,23.825812998764537,15.425009899997349,1,1
80.0,23.739992004855633,13.916724142101117,1,1
80.5,23.621159035036204,12.482109840197538,1,1
81.0,23.487831975786403,11.9472064630361,1,1
81.5,23.33891359391717,11.533844600559721,1,1
82.0,23.180006673906618,10.415771075884429,1,1
82.5,23.01219515995011,10.183877740145569,1,1
83.0,22.83973399504519,10.0,1,1
83.5,22.670442050353124,10.0,1,1
84.0,22.512230608166163,10.333253088506922,1,1
84.5,22.3514341115492,10.0,1,1
85.0,22.197863107398096,10.176369722103775,1,1
85.5,22.064713577347316,11.265666887182576,1,1
86.0,21.94262628325861,11.358598120470752,1,1
86.5,21.84015872158322,11.904822118470268,1,1
87.0,21.755123667130167,12.596395009284564,1,1
87.5,21.688096542129205,13.468403042814444,1,1
88.0,21.63382293448652,13.662413231186035,1,1
88.5,21.59214189678424,14.68117438531146,1,1
89.0,21.582921405405994,15.314694007165478,1,1
89.5,21.58494024977537,16.268491500854005,1,1
90.0,21.6359335160324,18.563658596144347,1,1
90.5,21.708308123157874,18.94955363392856,1,1
91.0,21.79867305824333,19.656214615173962,1,1
91.5,21.902941077782327,20.482716285871444,1,1
92.0,22.02848867835401,21.494914623621554,1,1
92.5,22.164999418347705,21.794853699834494,1,1
93.0,22.315292848960116,22.37446084595737,1,1
93.5,22.46975284452876,22.738658935057106,1,1
94.0,22.651335873038605,24.428885925055198,1,1
94.5,22.83939621224029,24.204676978782373,1,1
95.0,23.027620784892644,24.918836595439252,1,1
95.5,23.224947111051797,25.0,1,1
96.0,23.417389364596634,25.0,1,1
96.5,23.6050684324142,25.0,1,1
97.0,23.78405028358426,24.620599920092182,1,1
97.5,23.958874651081352,24.971775872993675,1,1
98.0,24.03352843311607,24.040964792483894,0,1
98.5,24.024652113894586,23.04748207058355,0,1
99.0,23.99796357890058,22.89505081247607,0,1
99.5,23.951046584877528,22.20840675549953,0,1
100.0,23.890213294232822,21.30770216815886,0,1
100.5,23.812140232176134,20.35471705569151,0,0
101.0,23.69966826917571,18.725209417702438,0,0
101.5,23.567807351145202,17.96707970499892,0,0
102.0,23.41627431186107,17.411126980349927,0,0
102.5,23.23540586765959,15.79595005377418,0,0
103.0,23.03082794837989,14.635824673389985,0,0
103.5,22.80561655625164,13.527413255940775,0,0
104.0,22.56790670329084,12.963671862473136,0,0
104.5,22.31925507130262,12.043656075019333,0,0
105.0,22.068080175187635,12.369785288097379,0,0
105.5,21.82110776973705,11.7584146784877,0,0
106.0,21.56719888904699,11.556275551512382,0,0
106.5,21.30525321996636,10.464219859413728,0,0
107.0,21.026510321579433,10.0,0,0
107.5,20.75499671815933,10.0,0,0
108.0,20.49517277213815,10.8440224471606,0,0
108.5,20.256283836465595,10.955858732647082,0,0
109.0,20.020701988359207,10.974177866214418,0,0
109.5,19.812862148895256,11.881641494281673,0,0
110.0,19.617594807089265,12.39945586889326,0,0
110.5,19.454666685873708,13.446644293851104,0,0
111.0,19.310274085973912,13.494593288526346,0,0
111.5,19.181118309469785,14.264241603724606,0,0
112.0,19.05966696657983,14.68333230822808,0,0
112.5,18.956624689130134,15.486106323364927,0,0
113.0,18.892943261604024,17.03216948983538,0,0
113.5,18.85316520537099,17.68010567614676,0,0
114.0,18.84855713683475,18.979607406018275,0,0
114.5,18.86158323828645,19.920597525934845,0,0
115.0,18.897184149137335,20.364996874301916,0,0
115.5,18.945268470228235,21.25668034305584,0,0
116.0,19.014065915904435,21.92150192656961,0,0
116.5,19.10103115353593,22.76156073560168,0,0
117.0,19.198747882358024,23.50460243795061,0,0
117.5,19.308859653752712,23.91240139136125,0,0
118.0,19.43103918571589,24.43438268376906,0,0
118.5,19.5602799975023,25.0,0,0
119.0,19.69099980535367,25.0,0,0
119.5,19.822404179847375,25.0,0,0
120.0,19.950556132227117,25.0,0,0
120.5,20.0755361639956,25.0,0,0
121.0,20.197422784142944,25.0,0,0
121.5,20.29534122795915,23.717421111107566,0,0
122.0,20.381838890120445,23.391998054926855,0,0
122.5,20.45794818099327,23.568441838281466,0,0
123.0,20.522256547381982,22.97914005448804,0,0
123.5,20.577222693654665,22.17097768406501,0,0
124.0,20.610862415681012,21.534266980540366,0,0
124.5,20.611125433175975,19.926173120520414,0,0
125.0,20.583298075925047,19.049808035827482,0,0
125.5,20.5228634103188,17.528420550075126,0,0
126.0,20.43983555789557,16.779196692426336,0,0
126.5,20.34140793402184,15.693644186744672,0,0
127.0,20.210387592160124,15.064217199790027,0,0
127.5,20.07108975410492,14.553390335659426,0,0
128.0,19.9143341187097,13.541836260699844,0,0
128.5,19.739633759475346,12.71208087247847,0,0
129.0,19.542528584655372,11.190804153724832,0,0
129.5,19.337162213583035,11.232934564103335,0,0
130.0,19.133681163508836,11.47920249084552,0,0
130.5,18.938183695399303,11.248565557402856,0,0
131.0,18.744331004559424,10.783653100978452,0,0
131.5,18.546581770343604,10.687681177568308,0,0
132.0,18.342167195389624,10.27710542020851,0,0
132.5,18.150977044052507,10.66728042462396,0,0
133.0,17.956106883454463,10.526183109179268,0,0
133.5,17.78388862863279,11.240159707293238,0,0
134.0,17.621675251598212,10.984194705068237,0,0
134.5,17.47048287749057,11.601982741957581,0,0
135.0,17.33886907837794,12.258811878672033,0,0
135.5,17.224961226728936,13.09620739726261,0,0
136.0,17.138197575082334,14.026480006807287,0,0
136.5,17.07607427549145,15.043700758017865,0,0
137.0,17.033518476372898,15.438483864091841,0,0
137.5,17.001649809434667,16.21191944771422,0,0
138.0,16.997392459670195,17.053787578550043,0,0
138.5,17.017568669108822,18.183282575752287,0,0
139.0,17.055115688165255,18.719038547176808,0,0
139.5,17.10054373517171,19.25683166295499,0,0
140.0,17.164902094591067,20.055931819009217,0,0
140.5,17.25508015290681,21.439309437478816,0,0
141.0,17.37476061969105,22.42300131823149,0,0
141.5,17.497366303019792,22.182988192600682,0,0
142.0,17.639761625808692,24.09525717172649,0,0
142.5,17.80932355813518,24.790126339575806,0,0
143.0,17.98568011435006,25.0,0,0
143.5,18.15846805016687,25.0,0,0
144.0,18.327804496481765,25.0,0,0
144.5,18.492949654608463,25.0,0,0
145.0,18.654007264155638,25.0,0,0
145.5,18.811078497047312,25.0,0,0
146.0,18.96201963865544,25.0,0,0
146.5,19.10639569684155,24.9450449790426,0,0
147.0,19.23759649213564,23.58201826261894,0,0
147.5,19.31845463741236,22.134568623298094,0,0
148.0,19.37507410574908,21.360366487419846,0,0
148.5,19.419412234564767,20.69293319488154,0,0
149.0,19.427235000567755,19.23875715549253,0,0
149.5,19.408645341631622,18.597747246670988,0,0
150.0,19.368476879751647,17.08827831440841,0,0
150.5,19.294322057814586,15.759670015518278,0,0
151.0,19.19635293401822,15.176096278137408,0,0
151.5,19.089407568377734,14.459557560523848,0,0
152.0,18.960845478907864,13.493686238715046,0,0
152.5,18.812504428958558,12.755293964882235,0,0
153.0,18.65200295783407,12.498947863540012,0,0
153.5,18.499714493805612,12.130727225244883,0,0
154.0,18.33960462627837,11.907724649012014,0,0
154.5,18.169160049393046,10.90743860807324,0,0
155.0,17.981044379688203,10.455003415144912,0,0
155.5,17.78350357990127,10.0,0,0
156.0,17.59085216121837,10.0,0,0
156.5,17.4029691053607,10.0,0,0
157.0,17.219736389402783,10.0,0,0
157.5,17.04229769421568,10.251756516397126,0,0
158.0,16.89090836067376,11.400902798618823,0,0
158.5,16.750909371265205,11.095421995593597,0,0
159.0,16.636729676926148,12.457492621684384,0,0
159.5,16.541850833177683,13.11735268899118,0,0
160.0,16.46332667973024,13.288669747577366,0,0
160.5,16.41205085219199,14.969533459781367,0,0
161.0,16.389930903946865,15.69887900322195,0,0
161.5,16.386264945072174,16.743924216809717,0,0
162.0,16.40440273716993,17.371094373737023,0,0
162.5,16.43336412247915,17.927113021116295,0,0
163.0,16.487870097824295,18.974356459445843,0,0
163.5,16.55663907561609,19.18558624351387,0,0
164.0,16.636163139450282,19.967936805720395,0,0
164.5,16.732963222069326,20.928023881417754,0,0
165.0,16.85760200626661,22.103191910641538,0,0
165.5,17.002016117410975,22.84359086404027,0,0
166.0,17.15415260352017,23.288916017628306,0,0
166.5,17.314554401259944,24.042264790197127,0,0
167.0,17.495059077976563,24.799091797211123,0,0
167.5,17.680815723543308,25.0,0,0
168.0,17.861974660516374,25.0,0,0
168.5,18.038649687916244,25.0,0,0
169.0,18.200056738621303,24.20451079455233,0,0
169.5,18.345269638685085,23.71054945076514,0,0
170.0,18.486944257391453,23.816248570501536,0,0
170.5,18.61634075284486,23.382197339897417,0,0
171.0,18.708515826210192,21.88567683324799,0,0
171.5,18.786228210571213,21.559768310600347,0,0
172.0,18.8405099071951,20.7898543685581,0,0
172.5,18.876293625000212,19.98535265699469,0,0
173.0,18.902197896295714,19.25558428319657,0,0
173.5,18.891906432976473,18.529395752414246,0,0
174.0,18.875623876198777,18.05996739769503,0,0
174.5,18.82831076023842,16.428957805024844,0,0
175.0,18.758020576854648,15.783168656934844,0,0
175.5,18.67174315239902,14.954153879031226,0,0
176.0,18.57048171392585,14.401141665468248,0,0
176.5,18.43741358389649,12.404930442707354,0,0
177.0,18.282751310526887,12.25788322033354,0,0
177.5,18.124980552297906,11.402633683902156,0,0
178.0,17.947125116390218,10.441688594377235,0,0
178.5,17.751595951067802,10.0,0,0
179.0,17.559734285983453,10.0,0,0
179.5,17.372621436338047,10.0,0,0
180.0,17.19013986302829,10.0,0,0
180.5,17.012650402968838,10.095093355721765,0,0
181.0,16.852352654948202,10.520705642974056,0,0
181.5,16.685174704739477,10.0,0,0
182.0,16.519708295199077,10.0,0,0
182.5,16.35833738561125,10.0,0,0
183.0,16.206307217917164,10.498178017280589,0,0
183.5,16.083372908357553,11.58555213383153,0,0
184.0,15.986103525651913,12.352982374259236,0,0
184.5,15.919523485611347,14.033081192355642,0,0
185.0,15.885687095963911,14.712018676260964,0,0
185.5,15.88419265736332,16.494441058835353,0,0
186.0,15.903589195367802,16.924797788098868,0,0
186.5,15.945013548967939,18.23563828266246,0,0
187.0,16.023528323752522,19.825229524046733,0,0
187.5,16.134300181000906,20.96392214433631,0,0
188.0,16.261790181678258,21.78618655608472,0,0
188.5,16.40263870407434,22.20397666431092,0,0
189.0,16.546964730959406,22.032789930589306,0,0
189.5,16.69836748170854,22.797441960780823,0,0
190.0,16.858545343735674,23.46820510799263,0,0
190.5,17.033840946498117,24.230222734590754,0,0
191.0,17.21442693930657,24.41816571427528,0,0
191.5,17.402659655236054,25.0,0,0
192.0,17.590703301726446,25.0,0,0
192.5,17.77078963977808,25.0,0,0
193.0,17.947871484362235,25.0,0,0
193.5,18.116794433022882,24.45189273724583,0,0
194.0,18.27193054213974,24.561379258190446,0,0
194.5,18.414496081221152,23.84122777130398,0,0
195.0,18.533901776258165,23.162389095774934,0,0
195.5,18.637657066438067,22.45517852860795,0,0
196.0,18.719246761457903,21.917729004623993,0,0
196.5,18.802701144376027,22.07821401917038,0,0
197.0,18.870453827480734,21.163597096226678,0,0
197.5,18.906265230270016,19.312801861595894,0,0
198.0,18.899070050079544,17.96264205969642,0,0
198.5,18.855767918868427,16.177916608815835,0,0
199.0,18.778209352876075,15.252801566622427,0,0
199.5,18.695031148739236,15.081638339227219,0,0
200.0,18.601736526700225,14.824562175974052,0,0
200.5,18.483151009071648,12.848421468361142,0,0
201.0,18.320432495534682,11.503493332870846,0,0
201.5,18.14623071395508,11.203047065637506,0,0
202.0,17.972969606192297,10.966183851646399,0,0
202.5,17.803860586714055,11.504016434892854,0,0
203.0,17.633599529180497,10.489143517816963,0,0
203.5,17.450060284762824,10.322959887962968,0,0
204.0,17.275406011677504,10.285743763653183,0,0
204.5,17.100465669092944,10.186359996631776,0,0
205.0,16.938211257785188,10.923399678192212,0,0
205.5,16.801880771645987,11.358825727194544,0,0
206.0,16.671619890786747,11.977406987582167,0,0
206.5,16.551978778830982,11.754262822140365,0,0
207.0,16.436496172511035,12.037492278168937,0,0
207.5,16.32747479077446,12.336625321924283,0,0
208.0,16.243465152927435,13.53166005422689,0,0
208.5,16.1947579803574,14.588749109451108,0,0
209.0,16.170614365509483,15.758556603292332,0,0
209.5,16.174997819333935,16.66364583272741,0,0
210.0,16.204057374123277,17.571607484166528,0,0
210.5,16.251825118141014,18.557441480785393,0,0
211.0,16.320984867914824,19.449953589832106,0,0
211.5,16.416816418134353,20.482291324030136,0,0
212.0,16.52251133261069,20.66006075957359,0,0
212.5,16.643142559103303,21.790839612300605,0,0
213.0,16.78703552281327,22.886120837316724,0,0
213.5,16.935992458861712,23.150517285396006,0,0
214.0,17.095563051791405,23.20514989430044,0,0
214.5,17.257004623234902,24.07954570409752,0,0
215.0,17.424415402907286,24.488175346248916,0,0
215.5,17.6101467984704,25.0,0,0
216.0,17.793054879454562,25.0,0,0
216.5,17.971435757370283,25.0,0,0
217.0,18.14481414036,24.882530844325636,0,0
217.5,18.309350561846045,24.97783831110082,0,0
218.0,18.46251913925657,24.12203841611959,0,0
218.5,18.59999066303632,23.773224330661847,0,0
219.0,18.710698866606624,22.549589555629147,0,0
219.5,18.79319390148427,22.108391630139046,0,0
220.0,18.86953357037466,21.537163188622607,0,0
220.5,18.938467475522927,21.126958621751537,0,0
221.0,18.98583962834154,20.57353895803226,0,0
221.5,19.012553850970896,19.82273109259182,0,0
222.0,19.00665061363258,18.255254586383522,0,0
222.5,18.974023842054244,17.0564403840973,0,0
223.0,18.902145208528943,15.459982258143075,0,0
223.5,18.808375417966097,15.049566041152762,0,0
224.0,18.706508719768678,14.627150228275813,0,0
224.5,18.58482377052637,13.119693875628837,0,0
225.0,18.419678762814666,11.180983123914633,0,0
225.5,18.247268392228133,11.696484294531025,0,0
226.0,18.090214555952404,12.155520961948309,0,0
226.5,17.92036768866412,10.88055990515421,0,0
227.0,17.73528066349427,10.22020961093965,0,0
227.5,17.557633117068413,10.410755849576027,0,0
228.0,17.378655605203054,10.21682674278441,0,0
228.5,17.204436435827517,10.503786500915584,0,0
229.0,17.03941041096917,10.486655424246699,0,0
229.5,16.880483365885198,10.709211650687536,0,0
230.0,16.740098476796717,11.48141778577829,0,0
230.5,16.60924088957607,11.881157319949855,0,0
231.0,16.488652750285425,11.733079591127538,0,0
231.5,16.359902008858626,11.46865325379714,0,0
232.0,16.26518834614757,13.52375125084318,0,0
232.5,16.211226572851952,14.638001336971744,0,0
233.0,16.185173540371533,15.204851453427752,0,0
233.5,16.178284629601244,16.2777839655998,0,0
234.0,16.195971675994457,17.38236656241953,0,0
234.5,16.247002907613346,18.85441696904029,0,0
235.0,16.31639569038794,19.481716544896635,0,0
235.5,16.412336907322356,20.456574443189012,0,0
236.0,16.527542949008236,21.175589239051938,0,0
236.5,16.655757893851824,21.869408076477107,0,0
237.0,16.789525811373604,22.14043384146872,0,0
237.5,16.917869995281965,21.876428106774863,0,0
238.0,17.060309582562347,23.025139610011614,0,0
238.5,17.209260377352535,23.283819368876888,0,0
239.0,17.377120023417575,24.380940068020905,0,0
239.5,17.555029654279096,24.839940626180717,0,0
240.0,17.734564251464846,24.84304720485735,0,0
240.5,17.904954775104628,24.752002231887396,0,0
241.0,18.0664741679781,24.211486757711555,0,0
241.5,18.21193935799645,23.35621592123143,0,0
242.0,18.33039940301807,22.842833384283526,0,0
242.5,18.43584787372837,22.54578250943615,0,0
243.0,18.538813500786485,22.206256659809732,0,0
243.5,18.628883317509636,22.365082385472654,0,0
244.0,18.71099726883653,21.872505578410657,0,0
244.5,18.76821257773785,20.76788623536155,0,0
245.0,18.8209746607365,20.65678076760676,0,0
245.5,18.833252933098514,18.621544003832586,0,0
246.0,18.826049836764234,18.466375138082494,0,0
246.5,18.77821162141539,15.915271946770936,0,0
247.0,18.689639505265223,14.836502238528062,0,0
247.5,18.586044329989473,14.334466717571553,0,0
248.0,18.469396989231306,13.450568399310573,0,0
248.5,18.33559304745285,12.842247171538064,0,0
249.0,18.181832214206338,12.112045040975499,0,0
249.5,18.024409134234403,11.679466829975475,0,0
250.0,17.855011706415713,10.741872108535777,0,0
250.5,17.673265782103172,10.458723971099406,0,0
251.0,17.48894073021343,10.0,0,0
251.5,17.303580109344267,10.0,0,0
252.0,17.122807394963726,10.0,0,0
252.5,16.94972807347789,10.192381656971019,0,0
253.0,16.78294450521122,10.169712578937736,0,0
253.5,16.630390949397377,10.842085143812623,0,0
254.0,16.49885687143232,11.598866521962153,0,0
254.5,16.389404273827914,12.445352116146507,0,0
255.0,16.292918213863636,11.980037617587445,0,0
255.5,16.20374809388848,13.160799273570682,0,0
256.0,16.1432990778732,13.966718255007152,0,0
256.5,16.11069192331414,15.130029898646992,0,0
257.0,16.108106697970328,16.78658941873618,0,0
257.5,16.124835326306208,17.06564167489579,0,0
258.0,16.17115557619923,18.58858166854305,0,0
258.5,16.25410964460275,19.98949911992936,0,0
259.0,16.3601594595155,21.02497099292347,0,0
259.5,16.472206628794307,21.12243223459059,0,0
260.0,16.609872502565707,22.301053169206796,0,0
260.5,16.754329454900112,22.757782278199393,0,0
261.0,16.92226807386115,23.45918385879581,0,0
261.5,17.094144977121662,24.000206829622424,0,0
262.0,17.26540881845447,24.132295591355742,0,0
262.5,17.44393990684997,24.712174708788844,0,0
263.0,17.62584723276183,24.506814168491886,0,0
263.5,17.791361376783488,24.364887147329682,0,0
264.0,17.950536209608824,24.1784549024717,0,0
264.5,18.09189494679086,23.610042873892443,0,0
265.0,18.228651217700936,23.667653944548565,0,0
265.5,18.364851737369193,23.476038750225477,0,0
266.0,18.49219613036455,23.3474039404634,0,0
266.5,18.605196854295528,22.858046930088243,0,0
267.0,18.699513611609216,22.203634001452084,0,0
267.5,18.786033854137468,21.765005416087575,0,0
268.0,18.854636665011007,21.307415953713196,0,0
268.5,18.890209983271642,19.7336035930241,0,0
269.0,18.893558264063948,18.634472122489477,0,0
269.5,18.875672163638853,18.181653283808313,0,0
270.0,18.850116659484765,17.82181310366823,0,0
270.5,18.793566137278173,15.988575315506926,0,0
271.0,18.703229532302675,14.846871279044539,0,0
271.5,18.609067045631033,14.93964561787774,0,0
272.0,18.498992350566372,13.573627630735265,0,0
272.5,18.36987731029704,13.286312153981466,0,0
273.0,18.211023283209244,11.461240081394898,0,0
273.5,18.041556865052517,10.695503368047468,0,0
274.0,17.846741785398855,10.0,0,0
274.5,17.65252514227955,10.0,0,0
275.0,17.46311560324193,10.0,0,0
275.5,17.278394186466105,10.0,0,0
276.0,17.098244855080573,10.0,0,0
276.5,16.922554444271093,10.0,0,0
277.0,16.751212590193678,10.0,0,0
277.5,16.584111660647093,10.0,0,0
278.0,16.42359266911791,10.334258653128241,0,0
278.5,16.2927283866462,11.532847632856729,0,0
279.0,16.18884562433792,12.134054183810168,0,0
279.5,16.101766993723594,12.897668239628498,0,0
280.0,16.04810878404983,14.60263828137557,0,0
280.5,16.029419152222083,15.793817243047641,0,0
281.0,16.035605283256505,16.977325613759497,0,0
281.5,16.07823949942884,18.271875647091456,0,0
282.0,16.15254595293663,19.818029565683748,0,0
282.5,16.25631494562116,20.544675869685605,0,0
283.0,16.37464087255143,21.373691959910843,0,0
283.5,16.49797546835726,21.711398421900434,0,0
284.0,16.642569700524916,22.646830552268742,0,0
284.5,16.792622054741106,22.788791204703102,0,0
285.0,16.93793220017478,22.786176650274296,0,0
285.5,17.094835378565016,23.488999024487725,0,0
286.0,17.26051191492087,23.751647014341984,0,0
286.5,17.426397122019708,24.025150958916925,0,0
287.0,17.604950923944504,24.788988279406144,0,0
287.5,17.783595898841174,24.703871875100432,0,0
288.0,17.956331485107345,24.97490015695451,0,0
288.5,18.11155989589663,23.782534441740065,0,0
289.0,18.25827860293722,24.108196086529404,0,0
289.5,18.40231970336179,24.124454989695465,0,0
290.0,18.53809144354403,23.52960241091794,0,0
290.5,18.667432690330525,24.19685978514457,0,0
291.0,18.784750985090284,22.621975663712416,0,0
291.5,18.87022814975553,21.729709317518235,0,0
292.0,18.93736528526465,21.59705424717103,0,0
292.5,19.007985590707765,21.57090289506679,0,0
293.0,19.052634314878652,20.167093990163394,0,0
293.5,19.071455419768334,19.53158048845216,0,0
294.0,19.05971358085329,18.127298627997163,0,0
294.5,19.019308096785196,16.97340297725762,0,0
295.0,18.9496648713272,15.890927239198355,0,0
295.5,18.861042154668546,15.137634156548165,0,0
296.0,18.74559572249465,13.54014568631128,0,0
296.5,18.6049715555657,13.016283095513351,0,0
297.0,18.457539591779533,12.368972669409828,0,0
